;kW
2015-07-22 17:30;245
2015-07-22 18:00;239
2015-07-22 18:30;236
2015-07-22 19:00;225
2015-07-22 19:30;204
2015-07-22 20:00;200
2015-07-22 20:30;198
2015-07-22 21:00;190
2015-07-22 21:30;191
2015-07-22 22:00;181
2015-07-22 22:30;183
2015-07-22 23:00;183
2015-07-22 23:30;188
2015-07-23 00:00;185
2015-07-23 00:30;190
2015-07-23 01:00;186
2015-07-23 01:30;187
2015-07-23 02:00;188
2015-07-23 02:30;189
2015-07-23 03:00;194
2015-07-23 03:30;188
2015-07-23 04:00;186
2015-07-23 04:30;189
2015-07-23 05:00;195
2015-07-23 05:30;195
2015-07-23 06:00;197
2015-07-23 06:30;246
2015-07-23 07:00;294
2015-07-23 07:30;330
2015-07-23 08:00;383
2015-07-23 08:30;416
2015-07-23 09:00;437
2015-07-23 09:30;451
2015-07-23 10:00;433
2015-07-23 10:30;438
2015-07-23 11:00;437
2015-07-23 11:30;432
2015-07-23 12:00;448
2015-07-23 12:30;451
2015-07-23 13:00;436
2015-07-23 13:30;434
2015-07-23 14:00;427
2015-07-23 14:30;426
2015-07-23 15:00;409
2015-07-23 15:30;376
2015-07-23 16:00;329
2015-07-23 16:30;268
2015-07-23 17:00;229
2015-07-23 17:30;199
2015-07-23 18:00;205
2015-07-23 18:30;225
2015-07-23 19:00;210
2015-07-23 19:30;189
2015-07-23 20:00;187
2015-07-23 20:30;186
2015-07-23 21:00;183
2015-07-23 21:30;182
2015-07-23 22:00;169
2015-07-23 22:30;180
2015-07-23 23:00;180
2015-07-23 23:30;176
2015-07-24 00:00;170
2015-07-24 00:30;179
2015-07-24 01:00;184
2015-07-24 01:30;174
2015-07-24 02:00;172
2015-07-24 02:30;177
2015-07-24 03:00;173
2015-07-24 03:30;166
2015-07-24 04:00;160
2015-07-24 04:30;161
2015-07-24 05:00;160
2015-07-24 05:30;165
2015-07-24 06:00;169
2015-07-24 06:30;209
2015-07-24 07:00;267
2015-07-24 07:30;327
2015-07-24 08:00;394
2015-07-24 08:30;419
2015-07-24 09:00;440
2015-07-24 09:30;453
2015-07-24 10:00;456
2015-07-24 10:30;456
2015-07-24 11:00;446
2015-07-24 11:30;453
2015-07-24 12:00;454
2015-07-24 12:30;456
2015-07-24 13:00;447
2015-07-24 13:30;428
2015-07-24 14:00;412
2015-07-24 14:30;406
2015-07-24 15:00;409
2015-07-24 15:30;385
2015-07-24 16:00;345
2015-07-24 16:30;305
2015-07-24 17:00;268
2015-07-24 17:30;240
2015-07-24 18:00;242
2015-07-24 18:30;235
2015-07-24 19:00;222
2015-07-24 19:30;214
2015-07-24 20:00;210
2015-07-24 20:30;199
2015-07-24 21:00;193
2015-07-24 21:30;184
2015-07-24 22:00;178
2015-07-24 22:30;195
2015-07-24 23:00;203
2015-07-24 23:30;186
2015-07-25 00:00;172
2015-07-25 00:30;174
2015-07-25 01:00;175
2015-07-25 01:30;171
2015-07-25 02:00;162
2015-07-25 02:30;161
2015-07-25 03:00;169
2015-07-25 03:30;171
2015-07-25 04:00;165
2015-07-25 04:30;170
2015-07-25 05:00;164
2015-07-25 05:30;163
2015-07-25 06:00;165
2015-07-25 06:30;171
2015-07-25 07:00;154
2015-07-25 07:30;164
2015-07-25 08:00;153
2015-07-25 08:30;174
2015-07-25 09:00;177
2015-07-25 09:30;185
2015-07-25 10:00;196
2015-07-25 10:30;209
2015-07-25 11:00;202
2015-07-25 11:30;207
2015-07-25 12:00;207
2015-07-25 12:30;204
2015-07-25 13:00;209
2015-07-25 13:30;200
2015-07-25 14:00;189
2015-07-25 14:30;195
2015-07-25 15:00;180
2015-07-25 15:30;188
2015-07-25 16:00;187
2015-07-25 16:30;176
2015-07-25 17:00;167
2015-07-25 17:30;156
2015-07-25 18:00;160
2015-07-25 18:30;177
2015-07-25 19:00;178
2015-07-25 19:30;180
2015-07-25 20:00;177
2015-07-25 20:30;175
2015-07-25 21:00;177
2015-07-25 21:30;170
2015-07-25 22:00;168
2015-07-25 22:30;168
2015-07-25 23:00;176
2015-07-25 23:30;182
2015-07-26 00:00;173
2015-07-26 00:30;159
2015-07-26 01:00;165
2015-07-26 01:30;157
2015-07-26 02:00;158
2015-07-26 02:30;168
2015-07-26 03:00;163
2015-07-26 03:30;168
2015-07-26 04:00;167
2015-07-26 04:30;161
2015-07-26 05:00;161
2015-07-26 05:30;160
2015-07-26 06:00;158
2015-07-26 06:30;166
2015-07-26 07:00;152
2015-07-26 07:30;144
2015-07-26 08:00;145
2015-07-26 08:30;133
2015-07-26 09:00;150
2015-07-26 09:30;151
2015-07-26 10:00;146
2015-07-26 10:30;149
2015-07-26 11:00;150
2015-07-26 11:30;148
2015-07-26 12:00;155
2015-07-26 12:30;157
2015-07-26 13:00;157
2015-07-26 13:30;154
2015-07-26 14:00;154
2015-07-26 14:30;155
2015-07-26 15:00;151
2015-07-26 15:30;148
2015-07-26 16:00;151
2015-07-26 16:30;157
2015-07-26 17:00;149
2015-07-26 17:30;143
2015-07-26 18:00;142
2015-07-26 18:30;159
2015-07-26 19:00;167
2015-07-26 19:30;170
2015-07-26 20:00;168
2015-07-26 20:30;155
2015-07-26 21:00;152
2015-07-26 21:30;142
2015-07-26 22:00;150
2015-07-26 22:30;142
2015-07-26 23:00;138
2015-07-26 23:30;145
2015-07-27 00:00;139
2015-07-27 00:30;146
2015-07-27 01:00;149
2015-07-27 01:30;150
2015-07-27 02:00;150
2015-07-27 02:30;149
2015-07-27 03:00;142
2015-07-27 03:30;142
2015-07-27 04:00;145
2015-07-27 04:30;153
2015-07-27 05:00;150
2015-07-27 05:30;154
2015-07-27 06:00;170
2015-07-27 06:30;221
2015-07-27 07:00;280
2015-07-27 07:30;346
2015-07-27 08:00;412
2015-07-27 08:30;432
2015-07-27 09:00;457
2015-07-27 09:30;489
2015-07-27 10:00;502
2015-07-27 10:30;509
2015-07-27 11:00;494
2015-07-27 11:30;500
2015-07-27 12:00;491
2015-07-27 12:30;508
2015-07-27 13:00;507
2015-07-27 13:30;491
2015-07-27 14:00;487
2015-07-27 14:30;468
2015-07-27 15:00;462
2015-07-27 15:30;432
2015-07-27 16:00;425
2015-07-27 16:30;369
2015-07-27 17:00;324
2015-07-27 17:30;289
2015-07-27 18:00;260
2015-07-27 18:30;260
2015-07-27 19:00;239
2015-07-27 19:30;229
2015-07-27 20:00;230
2015-07-27 20:30;226
2015-07-27 21:00;227
2015-07-27 21:30;221
2015-07-27 22:00;224
2015-07-27 22:30;227
2015-07-27 23:00;226
2015-07-27 23:30;217
2015-07-28 00:00;215
2015-07-28 00:30;228
2015-07-28 01:00;225
2015-07-28 01:30;224
2015-07-28 02:00;232
2015-07-28 02:30;229
2015-07-28 03:00;225
2015-07-28 03:30;224
2015-07-28 04:00;226
2015-07-28 04:30;234
2015-07-28 05:00;227
2015-07-28 05:30;233
2015-07-28 06:00;238
2015-07-28 06:30;287
2015-07-28 07:00;347
2015-07-28 07:30;411
2015-07-28 08:00;461
2015-07-28 08:30;501
2015-07-28 09:00;509
2015-07-28 09:30;533
2015-07-28 10:00;553
2015-07-28 10:30;549
2015-07-28 11:00;526
2015-07-28 11:30;537
2015-07-28 12:00;536
2015-07-28 12:30;532
2015-07-28 13:00;540
2015-07-28 13:30;520
2015-07-28 14:00;495
2015-07-28 14:30;487
2015-07-28 15:00;486
2015-07-28 15:30;454
2015-07-28 16:00;403
2015-07-28 16:30;364
2015-07-28 17:00;311
2015-07-28 17:30;269
2015-07-28 18:00;237
2015-07-28 18:30;250
2015-07-28 19:00;237
2015-07-28 19:30;217
2015-07-28 20:00;222
2015-07-28 20:30;222
2015-07-28 21:00;215
2015-07-28 21:30;212
2015-07-28 22:00;220
2015-07-28 22:30;219
2015-07-28 23:00;214
2015-07-28 23:30;209
2015-07-29 00:00;193
2015-07-29 00:30;198
2015-07-29 01:00;202
2015-07-29 01:30;203
2015-07-29 02:00;207
2015-07-29 02:30;210
2015-07-29 03:00;202
2015-07-29 03:30;203
2015-07-29 04:00;202
2015-07-29 04:30;203
2015-07-29 05:00;205
2015-07-29 05:30;200
2015-07-29 06:00;223
2015-07-29 06:30;278
2015-07-29 07:00;330
2015-07-29 07:30;376
2015-07-29 08:00;442
2015-07-29 08:30;465
2015-07-29 09:00;487
2015-07-29 09:30;486
2015-07-29 10:00;504
2015-07-29 10:30;487
2015-07-29 11:00;476
2015-07-29 11:30;491
2015-07-29 12:00;495
2015-07-29 12:30;496
2015-07-29 13:00;520
2015-07-29 13:30;476
2015-07-29 14:00;451
2015-07-29 14:30;450
2015-07-29 15:00;450
2015-07-29 15:30;417
2015-07-29 16:00;432
2015-07-29 16:30;396
2015-07-29 17:00;367
2015-07-29 17:30;337
2015-07-29 18:00;288
2015-07-29 18:30;277
2015-07-29 19:00;255
2015-07-29 19:30;237
2015-07-29 20:00;232
2015-07-29 20:30;227
2015-07-29 21:00;208
2015-07-29 21:30;204
2015-07-29 22:00;202
2015-07-29 22:30;200
2015-07-29 23:00;196
2015-07-29 23:30;200
2015-07-30 00:00;194
2015-07-30 00:30;192
2015-07-30 01:00;199
2015-07-30 01:30;198
2015-07-30 02:00;193
2015-07-30 02:30;197
2015-07-30 03:00;199
2015-07-30 03:30;199
2015-07-30 04:00;199
2015-07-30 04:30;192
2015-07-30 05:00;194
2015-07-30 05:30;201
2015-07-30 06:00;196
2015-07-30 06:30;252
2015-07-30 07:00;323
2015-07-30 07:30;362
2015-07-30 08:00;416
2015-07-30 08:30;449
2015-07-30 09:00;459
2015-07-30 09:30;462
2015-07-30 10:00;472
2015-07-30 10:30;475
2015-07-30 11:00;471
2015-07-30 11:30;475
2015-07-30 12:00;477
2015-07-30 12:30;480
2015-07-30 13:00;469
2015-07-30 13:30;457
2015-07-30 14:00;456
2015-07-30 14:30;458
2015-07-30 15:00;460
2015-07-30 15:30;446
2015-07-30 16:00;403
2015-07-30 16:30;347
2015-07-30 17:00;307
2015-07-30 17:30;231
2015-07-30 18:00;200
2015-07-30 18:30;208
2015-07-30 19:00;205
2015-07-30 19:30;192
2015-07-30 20:00;191
2015-07-30 20:30;184
2015-07-30 21:00;180
2015-07-30 21:30;180
2015-07-30 22:00;176
2015-07-30 22:30;183
2015-07-30 23:00;182
2015-07-30 23:30;184
2015-07-31 00:00;181
2015-07-31 00:30;178
2015-07-31 01:00;180
2015-07-31 01:30;180
2015-07-31 02:00;180
2015-07-31 02:30;178
2015-07-31 03:00;182
2015-07-31 03:30;177
2015-07-31 04:00;175
2015-07-31 04:30;165
2015-07-31 05:00;170
2015-07-31 05:30;174
2015-07-31 06:00;183
2015-07-31 06:30;240
2015-07-31 07:00;283
2015-07-31 07:30;345
2015-07-31 08:00;431
2015-07-31 08:30;455
2015-07-31 09:00;466
2015-07-31 09:30;454
2015-07-31 10:00;463
2015-07-31 10:30;459
2015-07-31 11:00;479
2015-07-31 11:30;500
2015-07-31 12:00;501
2015-07-31 12:30;511
2015-07-31 13:00;499
2015-07-31 13:30;485
2015-07-31 14:00;483
2015-07-31 14:30;471
2015-07-31 15:00;442
2015-07-31 15:30;434
2015-07-31 16:00;385
2015-07-31 16:30;321
2015-07-31 17:00;271
2015-07-31 17:30;227
2015-07-31 18:00;201
2015-07-31 18:30;198
2015-07-31 19:00;183
2015-07-31 19:30;174
2015-07-31 20:00;164
2015-07-31 20:30;168
2015-07-31 21:00;162
2015-07-31 21:30;161
2015-07-31 22:00;162
2015-07-31 22:30;168
2015-07-31 23:00;175
2015-07-31 23:30;168
2015-08-01 00:00;165
2015-08-01 00:30;159
2015-08-01 01:00;162
2015-08-01 01:30;161
2015-08-01 02:00;157
2015-08-01 02:30;159
2015-08-01 03:00;159
2015-08-01 03:30;165
2015-08-01 04:00;157
2015-08-01 04:30;155
2015-08-01 05:00;155
2015-08-01 05:30;154
2015-08-01 06:00;155
2015-08-01 06:30;162
2015-08-01 07:00;151
2015-08-01 07:30;149
2015-08-01 08:00;152
2015-08-01 08:30;158
2015-08-01 09:00;152
2015-08-01 09:30;152
2015-08-01 10:00;153
2015-08-01 10:30;157
2015-08-01 11:00;166
2015-08-01 11:30;174
2015-08-01 12:00;182
2015-08-01 12:30;173
2015-08-01 13:00;169
2015-08-01 13:30;157
2015-08-01 14:00;148
2015-08-01 14:30;158
2015-08-01 15:00;161
2015-08-01 15:30;162
2015-08-01 16:00;159
2015-08-01 16:30;157
2015-08-01 17:00;155
2015-08-01 17:30;153
2015-08-01 18:00;146
2015-08-01 18:30;169
2015-08-01 19:00;173
2015-08-01 19:30;171
2015-08-01 20:00;171
2015-08-01 20:30;170
2015-08-01 21:00;166
2015-08-01 21:30;172
2015-08-01 22:00;165
2015-08-01 22:30;172
2015-08-01 23:00;172
2015-08-01 23:30;184
2015-08-02 00:00;176
2015-08-02 00:30;172
2015-08-02 01:00;179
2015-08-02 01:30;173
2015-08-02 02:00;168
2015-08-02 02:30;173
2015-08-02 03:00;173
2015-08-02 03:30;162
2015-08-02 04:00;161
2015-08-02 04:30;156
2015-08-02 05:00;159
2015-08-02 05:30;160
2015-08-02 06:00;154
2015-08-02 06:30;160
2015-08-02 07:00;143
2015-08-02 07:30;144
2015-08-02 08:00;142
2015-08-02 08:30;135
2015-08-02 09:00;145
2015-08-02 09:30;145
2015-08-02 10:00;138
2015-08-02 10:30;145
2015-08-02 11:00;149
2015-08-02 11:30;154
2015-08-02 12:00;157
2015-08-02 12:30;151
2015-08-02 13:00;159
2015-08-02 13:30;151
2015-08-02 14:00;143
2015-08-02 14:30;135
2015-08-02 15:00;140
2015-08-02 15:30;146
2015-08-02 16:00;143
2015-08-02 16:30;143
2015-08-02 17:00;138
2015-08-02 17:30;142
2015-08-02 18:00;150
2015-08-02 18:30;170
2015-08-02 19:00;170
2015-08-02 19:30;163
2015-08-02 20:00;165
2015-08-02 20:30;161
2015-08-02 21:00;154
2015-08-02 21:30;153
2015-08-02 22:00;158
2015-08-02 22:30;159
2015-08-02 23:00;160
2015-08-02 23:30;166
2015-08-03 00:00;155
2015-08-03 00:30;152
2015-08-03 01:00;169
2015-08-03 01:30;164
2015-08-03 02:00;151
2015-08-03 02:30;156
2015-08-03 03:00;161
2015-08-03 03:30;160
2015-08-03 04:00;160
2015-08-03 04:30;158
2015-08-03 05:00;153
2015-08-03 05:30;157
2015-08-03 06:00;173
2015-08-03 06:30;212
2015-08-03 07:00;287
2015-08-03 07:30;373
2015-08-03 08:00;439
2015-08-03 08:30;461
2015-08-03 09:00;477
2015-08-03 09:30;497
2015-08-03 10:00;506
2015-08-03 10:30;491
2015-08-03 11:00;494
2015-08-03 11:30;490
2015-08-03 12:00;492
2015-08-03 12:30;497
2015-08-03 13:00;488
2015-08-03 13:30;476
2015-08-03 14:00;471
2015-08-03 14:30;476
2015-08-03 15:00;479
2015-08-03 15:30;465
2015-08-03 16:00;395
2015-08-03 16:30;349
2015-08-03 17:00;302
2015-08-03 17:30;272
2015-08-03 18:00;230
2015-08-03 18:30;210
2015-08-03 19:00;206
2015-08-03 19:30;202
2015-08-03 20:00;195
2015-08-03 20:30;198
2015-08-03 21:00;195
2015-08-03 21:30;192
2015-08-03 22:00;185
2015-08-03 22:30;191
2015-08-03 23:00;189
2015-08-03 23:30;191
2015-08-04 00:00;190
2015-08-04 00:30;193
2015-08-04 01:00;195
2015-08-04 01:30;189
2015-08-04 02:00;188
2015-08-04 02:30;189
2015-08-04 03:00;194
2015-08-04 03:30;187
2015-08-04 04:00;188
2015-08-04 04:30;190
2015-08-04 05:00;191
2015-08-04 05:30;200
2015-08-04 06:00;197
2015-08-04 06:30;247
2015-08-04 07:00;322
2015-08-04 07:30;398
2015-08-04 08:00;470
2015-08-04 08:30;511
2015-08-04 09:00;535
2015-08-04 09:30;564
2015-08-04 10:00;570
2015-08-04 10:30;552
2015-08-04 11:00;523
2015-08-04 11:30;516
2015-08-04 12:00;508
2015-08-04 12:30;545
2015-08-04 13:00;555
2015-08-04 13:30;533
2015-08-04 14:00;539
2015-08-04 14:30;492
2015-08-04 15:00;490
2015-08-04 15:30;467
2015-08-04 16:00;430
2015-08-04 16:30;384
2015-08-04 17:00;355
2015-08-04 17:30;306
2015-08-04 18:00;270
2015-08-04 18:30;229
2015-08-04 19:00;221
2015-08-04 19:30;209
2015-08-04 20:00;212
2015-08-04 20:30;201
2015-08-04 21:00;193
2015-08-04 21:30;195
2015-08-04 22:00;188
2015-08-04 22:30;198
2015-08-04 23:00;200
2015-08-04 23:30;200
2015-08-05 00:00;195
2015-08-05 00:30;193
2015-08-05 01:00;192
2015-08-05 01:30;192
2015-08-05 02:00;186
2015-08-05 02:30;191
2015-08-05 03:00;193
2015-08-05 03:30;188
2015-08-05 04:00;192
2015-08-05 04:30;186
2015-08-05 05:00;187
2015-08-05 05:30;190
2015-08-05 06:00;206
2015-08-05 06:30;254
2015-08-05 07:00;285
2015-08-05 07:30;353
2015-08-05 08:00;443
2015-08-05 08:30;466
2015-08-05 09:00;471
2015-08-05 09:30;483
2015-08-05 10:00;502
2015-08-05 10:30;501
2015-08-05 11:00;482
2015-08-05 11:30;478
2015-08-05 12:00;512
2015-08-05 12:30;531
2015-08-05 13:00;520
2015-08-05 13:30;466
2015-08-05 14:00;444
2015-08-05 14:30;456
2015-08-05 15:00;463
2015-08-05 15:30;473
2015-08-05 16:00;467
2015-08-05 16:30;420
2015-08-05 17:00;370
2015-08-05 17:30;294
2015-08-05 18:00;274
2015-08-05 18:30;265
2015-08-05 19:00;227
2015-08-05 19:30;213
2015-08-05 20:00;202
2015-08-05 20:30;184
2015-08-05 21:00;182
2015-08-05 21:30;179
2015-08-05 22:00;175
2015-08-05 22:30;183
2015-08-05 23:00;178
2015-08-05 23:30;178
2015-08-06 00:00;175
2015-08-06 00:30;172
2015-08-06 01:00;171
2015-08-06 01:30;169
2015-08-06 02:00;171
2015-08-06 02:30;171
2015-08-06 03:00;175
2015-08-06 03:30;167
2015-08-06 04:00;169
2015-08-06 04:30;168
2015-08-06 05:00;165
2015-08-06 05:30;164
2015-08-06 06:00;181
2015-08-06 06:30;224
2015-08-06 07:00;281
2015-08-06 07:30;373
2015-08-06 08:00;443
2015-08-06 08:30;471
2015-08-06 09:00;507
2015-08-06 09:30;507
2015-08-06 10:00;522
2015-08-06 10:30;528
2015-08-06 11:00;542
2015-08-06 11:30;494
2015-08-06 12:00;505
2015-08-06 12:30;521
2015-08-06 13:00;503
2015-08-06 13:30;506
2015-08-06 14:00;482
2015-08-06 14:30;467
2015-08-06 15:00;463
2015-08-06 15:30;437
2015-08-06 16:00;390
2015-08-06 16:30;345
2015-08-06 17:00;301
2015-08-06 17:30;259
2015-08-06 18:00;224
2015-08-06 18:30;222
2015-08-06 19:00;227
2015-08-06 19:30;206
2015-08-06 20:00;203
2015-08-06 20:30;195
2015-08-06 21:00;189
2015-08-06 21:30;189
2015-08-06 22:00;182
2015-08-06 22:30;182
2015-08-06 23:00;179
2015-08-06 23:30;181
2015-08-07 00:00;172
2015-08-07 00:30;170
2015-08-07 01:00;168
2015-08-07 01:30;171
2015-08-07 02:00;166
2015-08-07 02:30;165
2015-08-07 03:00;168
2015-08-07 03:30;164
2015-08-07 04:00;165
2015-08-07 04:30;164
2015-08-07 05:00;169
2015-08-07 05:30;172
2015-08-07 06:00;178
2015-08-07 06:30;214
2015-08-07 07:00;268
2015-08-07 07:30;329
2015-08-07 08:00;385
2015-08-07 08:30;441
2015-08-07 09:00;451
2015-08-07 09:30;453
2015-08-07 10:00;468
2015-08-07 10:30;468
2015-08-07 11:00;464
2015-08-07 11:30;461
2015-08-07 12:00;460
2015-08-07 12:30;433
2015-08-07 13:00;409
2015-08-07 13:30;397
2015-08-07 14:00;403
2015-08-07 14:30;385
2015-08-07 15:00;385
2015-08-07 15:30;355
2015-08-07 16:00;335
2015-08-07 16:30;294
2015-08-07 17:00;266
2015-08-07 17:30;256
2015-08-07 18:00;247
2015-08-07 18:30;229
2015-08-07 19:00;218
2015-08-07 19:30;215
2015-08-07 20:00;217
2015-08-07 20:30;218
2015-08-07 21:00;204
2015-08-07 21:30;201
2015-08-07 22:00;187
2015-08-07 22:30;197
2015-08-07 23:00;197
2015-08-07 23:30;193
2015-08-08 00:00;182
2015-08-08 00:30;165
2015-08-08 01:00;179
2015-08-08 01:30;174
2015-08-08 02:00;162
2015-08-08 02:30;171
2015-08-08 03:00;168
2015-08-08 03:30;170
2015-08-08 04:00;164
2015-08-08 04:30;164
2015-08-08 05:00;166
2015-08-08 05:30;165
2015-08-08 06:00;166
2015-08-08 06:30;175
2015-08-08 07:00;152
2015-08-08 07:30;151
2015-08-08 08:00;150
2015-08-08 08:30;152
2015-08-08 09:00;173
2015-08-08 09:30;175
2015-08-08 10:00;177
2015-08-08 10:30;176
2015-08-08 11:00;175
2015-08-08 11:30;181
2015-08-08 12:00;182
2015-08-08 12:30;187
2015-08-08 13:00;188
2015-08-08 13:30;183
2015-08-08 14:00;180
2015-08-08 14:30;177
2015-08-08 15:00;177
2015-08-08 15:30;184
2015-08-08 16:00;180
2015-08-08 16:30;183
2015-08-08 17:00;177
2015-08-08 17:30;171
2015-08-08 18:00;163
2015-08-08 18:30;179
2015-08-08 19:00;181
2015-08-08 19:30;183
2015-08-08 20:00;172
2015-08-08 20:30;172
2015-08-08 21:00;164
2015-08-08 21:30;163
2015-08-08 22:00;161
2015-08-08 22:30;166
2015-08-08 23:00;167
2015-08-08 23:30;168
2015-08-09 00:00;167
2015-08-09 00:30;166
2015-08-09 01:00;169
2015-08-09 01:30;165
2015-08-09 02:00;167
2015-08-09 02:30;173
2015-08-09 03:00;165
2015-08-09 03:30;165
2015-08-09 04:00;167
2015-08-09 04:30;161
2015-08-09 05:00;164
2015-08-09 05:30;170
2015-08-09 06:00;170
2015-08-09 06:30;166
2015-08-09 07:00;156
2015-08-09 07:30;152
2015-08-09 08:00;153
2015-08-09 08:30;142
2015-08-09 09:00;144
2015-08-09 09:30;150
2015-08-09 10:00;154
2015-08-09 10:30;157
2015-08-09 11:00;160
2015-08-09 11:30;166
2015-08-09 12:00;169
2015-08-09 12:30;164
2015-08-09 13:00;168
2015-08-09 13:30;164
2015-08-09 14:00;160
2015-08-09 14:30;161
2015-08-09 15:00;159
2015-08-09 15:30;158
2015-08-09 16:00;156
2015-08-09 16:30;156
2015-08-09 17:00;148
2015-08-09 17:30;146
2015-08-09 18:00;147
2015-08-09 18:30;172
2015-08-09 19:00;184
2015-08-09 19:30;184
2015-08-09 20:00;179
2015-08-09 20:30;176
2015-08-09 21:00;175
2015-08-09 21:30;172
2015-08-09 22:00;175
2015-08-09 22:30;177
2015-08-09 23:00;180
2015-08-09 23:30;183
2015-08-10 00:00;186
2015-08-10 00:30;191
2015-08-10 01:00;185
2015-08-10 01:30;181
2015-08-10 02:00;177
2015-08-10 02:30;168
2015-08-10 03:00;170
2015-08-10 03:30;178
2015-08-10 04:00;174
2015-08-10 04:30;168
2015-08-10 05:00;170
2015-08-10 05:30;164
2015-08-10 06:00;170
2015-08-10 06:30;170
2015-08-10 07:00;160
2015-08-10 07:30;151
2015-08-10 08:00;152
2015-08-10 08:30;161
2015-08-10 09:00;153
2015-08-10 09:30;161
2015-08-10 10:00;160
2015-08-10 10:30;161
2015-08-10 11:00;171
2015-08-10 11:30;174
2015-08-10 12:00;174
2015-08-10 12:30;177
2015-08-10 13:00;181
2015-08-10 13:30;176
2015-08-10 14:00;172
2015-08-10 14:30;175
2015-08-10 15:00;179
2015-08-10 15:30;181
2015-08-10 16:00;169
2015-08-10 16:30;154
2015-08-10 17:00;149
2015-08-10 17:30;146
2015-08-10 18:00;145
2015-08-10 18:30;158
2015-08-10 19:00;173
2015-08-10 19:30;169
2015-08-10 20:00;162
2015-08-10 20:30;168
2015-08-10 21:00;161
2015-08-10 21:30;156
2015-08-10 22:00;158
2015-08-10 22:30;167
2015-08-10 23:00;170
2015-08-10 23:30;161
2015-08-11 00:00;166
2015-08-11 00:30;162
2015-08-11 01:00;165
2015-08-11 01:30;161
2015-08-11 02:00;162
2015-08-11 02:30;156
2015-08-11 03:00;160
2015-08-11 03:30;155
2015-08-11 04:00;155
2015-08-11 04:30;155
2015-08-11 05:00;158
2015-08-11 05:30;166
2015-08-11 06:00;178
2015-08-11 06:30;234
2015-08-11 07:00;295
2015-08-11 07:30;376
2015-08-11 08:00;429
2015-08-11 08:30;478
2015-08-11 09:00;484
2015-08-11 09:30;505
2015-08-11 10:00;524
2015-08-11 10:30;509
2015-08-11 11:00;501
2015-08-11 11:30;501
2015-08-11 12:00;520
2015-08-11 12:30;550
2015-08-11 13:00;546
2015-08-11 13:30;524
2015-08-11 14:00;502
2015-08-11 14:30;486
2015-08-11 15:00;476
2015-08-11 15:30;456
2015-08-11 16:00;412
2015-08-11 16:30;354
2015-08-11 17:00;295
2015-08-11 17:30;259
2015-08-11 18:00;220
2015-08-11 18:30;209
2015-08-11 19:00;227
2015-08-11 19:30;213
2015-08-11 20:00;207
2015-08-11 20:30;205
2015-08-11 21:00;202
2015-08-11 21:30;197
2015-08-11 22:00;186
2015-08-11 22:30;196
2015-08-11 23:00;201
2015-08-11 23:30;197
2015-08-12 00:00;193
2015-08-12 00:30;195
2015-08-12 01:00;202
2015-08-12 01:30;203
2015-08-12 02:00;194
2015-08-12 02:30;194
2015-08-12 03:00;195
2015-08-12 03:30;191
2015-08-12 04:00;197
2015-08-12 04:30;193
2015-08-12 05:00;196
2015-08-12 05:30;199
2015-08-12 06:00;214
2015-08-12 06:30;262
2015-08-12 07:00;291
2015-08-12 07:30;348
2015-08-12 08:00;411
2015-08-12 08:30;451
2015-08-12 09:00;483
2015-08-12 09:30;494
2015-08-12 10:00;502
2015-08-12 10:30;522
2015-08-12 11:00;507
2015-08-12 11:30;518
2015-08-12 12:00;546
2015-08-12 12:30;558
2015-08-12 13:00;546
2015-08-12 13:30;528
2015-08-12 14:00;513
2015-08-12 14:30;520
2015-08-12 15:00;509
2015-08-12 15:30;508
2015-08-12 16:00;468
2015-08-12 16:30;398
2015-08-12 17:00;364
2015-08-12 17:30;334
2015-08-12 18:00;280
2015-08-12 18:30;252
2015-08-12 19:00;223
2015-08-12 19:30;214
2015-08-12 20:00;204
2015-08-12 20:30;191
2015-08-12 21:00;185
2015-08-12 21:30;188
2015-08-12 22:00;182
2015-08-12 22:30;186
2015-08-12 23:00;191
2015-08-12 23:30;188
2015-08-13 00:00;184
2015-08-13 00:30;183
2015-08-13 01:00;184
2015-08-13 01:30;191
2015-08-13 02:00;187
2015-08-13 02:30;181
2015-08-13 03:00;186
2015-08-13 03:30;182
2015-08-13 04:00;185
2015-08-13 04:30;179
2015-08-13 05:00;186
2015-08-13 05:30;186
2015-08-13 06:00;202
2015-08-13 06:30;234
2015-08-13 07:00;295
2015-08-13 07:30;345
2015-08-13 08:00;451
2015-08-13 08:30;460
2015-08-13 09:00;486
2015-08-13 09:30;518
2015-08-13 10:00;542
2015-08-13 10:30;545
2015-08-13 11:00;536
2015-08-13 11:30;547
2015-08-13 12:00;554
2015-08-13 12:30;573
2015-08-13 13:00;559
2015-08-13 13:30;523
2015-08-13 14:00;517
2015-08-13 14:30;517
2015-08-13 15:00;503
2015-08-13 15:30;487
2015-08-13 16:00;423
2015-08-13 16:30;387
2015-08-13 17:00;327
2015-08-13 17:30;290
2015-08-13 18:00;245
2015-08-13 18:30;237
2015-08-13 19:00;243
2015-08-13 19:30;234
2015-08-13 20:00;209
2015-08-13 20:30;193
2015-08-13 21:00;184
2015-08-13 21:30;186
2015-08-13 22:00;190
2015-08-13 22:30;182
2015-08-13 23:00;185
2015-08-13 23:30;188
2015-08-14 00:00;192
2015-08-14 00:30;196
2015-08-14 01:00;181
2015-08-14 01:30;181
2015-08-14 02:00;175
2015-08-14 02:30;179
2015-08-14 03:00;180
