;kW
2015-02-17 12:30;580
2015-02-17 13:00;568
2015-02-17 13:30;542
2015-02-17 14:00;562
2015-02-17 14:30;564
2015-02-17 15:00;568
2015-02-17 15:30;564
2015-02-17 16:00;539
2015-02-17 16:30;494
2015-02-17 17:00;442
2015-02-17 17:30;382
2015-02-17 18:00;299
2015-02-17 18:30;263
2015-02-17 19:00;242
2015-02-17 19:30;239
2015-02-17 20:00;227
2015-02-17 20:30;218
2015-02-17 21:00;209
2015-02-17 21:30;216
2015-02-17 22:00;210
2015-02-17 22:30;198
2015-02-17 23:00;194
2015-02-17 23:30;200
2015-02-18 00:00;203
2015-02-18 00:30;199
2015-02-18 01:00;192
2015-02-18 01:30;196
2015-02-18 02:00;192
2015-02-18 02:30;189
2015-02-18 03:00;193
2015-02-18 03:30;192
2015-02-18 04:00;189
2015-02-18 04:30;184
2015-02-18 05:00;181
2015-02-18 05:30;189
2015-02-18 06:00;183
2015-02-18 06:30;240
2015-02-18 07:00;298
2015-02-18 07:30;340
2015-02-18 08:00;410
2015-02-18 08:30;464
2015-02-18 09:00;483
2015-02-18 09:30;512
2015-02-18 10:00;550
2015-02-18 10:30;536
2015-02-18 11:00;547
2015-02-18 11:30;591
2015-02-18 12:00;607
2015-02-18 12:30;586
2015-02-18 13:00;573
2015-02-18 13:30;570
2015-02-18 14:00;599
2015-02-18 14:30;619
2015-02-18 15:00;626
2015-02-18 15:30;604
2015-02-18 16:00;565
2015-02-18 16:30;498
2015-02-18 17:00;461
2015-02-18 17:30;396
2015-02-18 18:00;325
2015-02-18 18:30;284
2015-02-18 19:00;257
2015-02-18 19:30;263
2015-02-18 20:00;263
2015-02-18 20:30;253
2015-02-18 21:00;247
2015-02-18 21:30;230
2015-02-18 22:00;215
2015-02-18 22:30;204
2015-02-18 23:00;205
2015-02-18 23:30;202
2015-02-19 00:00;198
2015-02-19 00:30;201
2015-02-19 01:00;196
2015-02-19 01:30;193
2015-02-19 02:00;202
2015-02-19 02:30;192
2015-02-19 03:00;186
2015-02-19 03:30;190
2015-02-19 04:00;188
2015-02-19 04:30;186
2015-02-19 05:00;185
2015-02-19 05:30;186
2015-02-19 06:00;180
2015-02-19 06:30;236
2015-02-19 07:00;306
2015-02-19 07:30;388
2015-02-19 08:00;444
2015-02-19 08:30;488
2015-02-19 09:00;503
2015-02-19 09:30;524
2015-02-19 10:00;556
2015-02-19 10:30;567
2015-02-19 11:00;573
2015-02-19 11:30;582
2015-02-19 12:00;600
2015-02-19 12:30;605
2015-02-19 13:00;596
2015-02-19 13:30;608
2015-02-19 14:00;601
2015-02-19 14:30;594
2015-02-19 15:00;603
2015-02-19 15:30;575
2015-02-19 16:00;545
2015-02-19 16:30;504
2015-02-19 17:00;422
2015-02-19 17:30;366
2015-02-19 18:00;299
2015-02-19 18:30;257
2015-02-19 19:00;259
2015-02-19 19:30;273
2015-02-19 20:00;269
2015-02-19 20:30;255
2015-02-19 21:00;252
2015-02-19 21:30;234
2015-02-19 22:00;232
2015-02-19 22:30;232
2015-02-19 23:00;226
2015-02-19 23:30;215
2015-02-20 00:00;211
2015-02-20 00:30;214
2015-02-20 01:00;213
2015-02-20 01:30;213
2015-02-20 02:00;216
2015-02-20 02:30;210
2015-02-20 03:00;216
2015-02-20 03:30;209
2015-02-20 04:00;204
2015-02-20 04:30;198
2015-02-20 05:00;208
2015-02-20 05:30;206
2015-02-20 06:00;208
2015-02-20 06:30;262
2015-02-20 07:00;326
2015-02-20 07:30;383
2015-02-20 08:00;445
2015-02-20 08:30;456
2015-02-20 09:00;471
2015-02-20 09:30;480
2015-02-20 10:00;493
2015-02-20 10:30;509
2015-02-20 11:00;493
2015-02-20 11:30;504
2015-02-20 12:00;509
2015-02-20 12:30;536
2015-02-20 13:00;533
2015-02-20 13:30;517
2015-02-20 14:00;542
2015-02-20 14:30;530
2015-02-20 15:00;539
2015-02-20 15:30;529
2015-02-20 16:00;497
2015-02-20 16:30;433
2015-02-20 17:00;391
2015-02-20 17:30;339
2015-02-20 18:00;294
2015-02-20 18:30;264
2015-02-20 19:00;263
2015-02-20 19:30;254
2015-02-20 20:00;244
2015-02-20 20:30;242
2015-02-20 21:00;233
2015-02-20 21:30;239
2015-02-20 22:00;237
2015-02-20 22:30;232
2015-02-20 23:00;236
2015-02-20 23:30;232
2015-02-21 00:00;225
2015-02-21 00:30;228
2015-02-21 01:00;225
2015-02-21 01:30;229
2015-02-21 02:00;220
2015-02-21 02:30;215
2015-02-21 03:00;215
2015-02-21 03:30;215
2015-02-21 04:00;210
2015-02-21 04:30;212
2015-02-21 05:00;212
2015-02-21 05:30;211
2015-02-21 06:00;208
2015-02-21 06:30;193
2015-02-21 07:00;198
2015-02-21 07:30;211
2015-02-21 08:00;221
2015-02-21 08:30;238
2015-02-21 09:00;262
2015-02-21 09:30;281
2015-02-21 10:00;270
2015-02-21 10:30;266
2015-02-21 11:00;274
2015-02-21 11:30;284
2015-02-21 12:00;300
2015-02-21 12:30;287
2015-02-21 13:00;298
2015-02-21 13:30;309
2015-02-21 14:00;315
2015-02-21 14:30;311
2015-02-21 15:00;306
2015-02-21 15:30;306
2015-02-21 16:00;290
2015-02-21 16:30;257
2015-02-21 17:00;234
2015-02-21 17:30;227
2015-02-21 18:00;225
2015-02-21 18:30;220
2015-02-21 19:00;218
2015-02-21 19:30;224
2015-02-21 20:00;227
2015-02-21 20:30;227
2015-02-21 21:00;223
2015-02-21 21:30;224
2015-02-21 22:00;222
2015-02-21 22:30;223
2015-02-21 23:00;219
2015-02-21 23:30;214
2015-02-22 00:00;210
2015-02-22 00:30;213
2015-02-22 01:00;219
2015-02-22 01:30;218
2015-02-22 02:00;212
2015-02-22 02:30;222
2015-02-22 03:00;209
2015-02-22 03:30;214
2015-02-22 04:00;209
2015-02-22 04:30;209
2015-02-22 05:00;204
2015-02-22 05:30;206
2015-02-22 06:00;203
2015-02-22 06:30;182
2015-02-22 07:00;171
2015-02-22 07:30;181
2015-02-22 08:00;193
2015-02-22 08:30;201
2015-02-22 09:00;214
2015-02-22 09:30;223
2015-02-22 10:00;224
2015-02-22 10:30;223
2015-02-22 11:00;227
2015-02-22 11:30;227
2015-02-22 12:00;235
2015-02-22 12:30;231
2015-02-22 13:00;228
2015-02-22 13:30;237
2015-02-22 14:00;247
2015-02-22 14:30;251
2015-02-22 15:00;242
2015-02-22 15:30;249
2015-02-22 16:00;249
2015-02-22 16:30;248
2015-02-22 17:00;238
2015-02-22 17:30;237
2015-02-22 18:00;234
2015-02-22 18:30;239
2015-02-22 19:00;229
2015-02-22 19:30;235
2015-02-22 20:00;240
2015-02-22 20:30;239
2015-02-22 21:00;225
2015-02-22 21:30;230
2015-02-22 22:00;232
2015-02-22 22:30;216
2015-02-22 23:00;218
2015-02-22 23:30;219
2015-02-23 00:00;214
2015-02-23 00:30;216
2015-02-23 01:00;220
2015-02-23 01:30;211
2015-02-23 02:00;213
2015-02-23 02:30;216
2015-02-23 03:00;205
2015-02-23 03:30;206
2015-02-23 04:00;207
2015-02-23 04:30;202
2015-02-23 05:00;203
2015-02-23 05:30;203
2015-02-23 06:00;209
2015-02-23 06:30;269
2015-02-23 07:00;334
2015-02-23 07:30;413
2015-02-23 08:00;463
2015-02-23 08:30;479
2015-02-23 09:00;488
2015-02-23 09:30;500
2015-02-23 10:00;525
2015-02-23 10:30;529
2015-02-23 11:00;536
2015-02-23 11:30;556
2015-02-23 12:00;566
2015-02-23 12:30;576
2015-02-23 13:00;575
2015-02-23 13:30;580
2015-02-23 14:00;591
2015-02-23 14:30;588
2015-02-23 15:00;573
2015-02-23 15:30;557
2015-02-23 16:00;550
2015-02-23 16:30;504
2015-02-23 17:00;455
2015-02-23 17:30;407
2015-02-23 18:00;319
2015-02-23 18:30;253
2015-02-23 19:00;247
2015-02-23 19:30;251
2015-02-23 20:00;248
2015-02-23 20:30;240
2015-02-23 21:00;231
2015-02-23 21:30;222
2015-02-23 22:00;223
2015-02-23 22:30;223
2015-02-23 23:00;210
2015-02-23 23:30;203
2015-02-24 00:00;207
2015-02-24 00:30;214
2015-02-24 01:00;205
2015-02-24 01:30;205
2015-02-24 02:00;200
2015-02-24 02:30;201
2015-02-24 03:00;201
2015-02-24 03:30;201
2015-02-24 04:00;201
2015-02-24 04:30;195
2015-02-24 05:00;195
2015-02-24 05:30;201
2015-02-24 06:00;202
2015-02-24 06:30;256
2015-02-24 07:00;331
2015-02-24 07:30;380
2015-02-24 08:00;451
2015-02-24 08:30;485
2015-02-24 09:00;539
2015-02-24 09:30;549
2015-02-24 10:00;577
2015-02-24 10:30;564
2015-02-24 11:00;547
2015-02-24 11:30;578
2015-02-24 12:00;619
2015-02-24 12:30;629
2015-02-24 13:00;612
2015-02-24 13:30;592
2015-02-24 14:00;595
2015-02-24 14:30;624
2015-02-24 15:00;621
2015-02-24 15:30;584
2015-02-24 16:00;549
2015-02-24 16:30;497
2015-02-24 17:00;448
2015-02-24 17:30;402
2015-02-24 18:00;308
2015-02-24 18:30;264
2015-02-24 19:00;257
2015-02-24 19:30;253
2015-02-24 20:00;239
2015-02-24 20:30;238
2015-02-24 21:00;230
2015-02-24 21:30;226
2015-02-24 22:00;224
2015-02-24 22:30;218
2015-02-24 23:00;214
2015-02-24 23:30;218
2015-02-25 00:00;218
2015-02-25 00:30;211
2015-02-25 01:00;209
2015-02-25 01:30;201
2015-02-25 02:00;202
2015-02-25 02:30;204
2015-02-25 03:00;197
2015-02-25 03:30;200
2015-02-25 04:00;193
2015-02-25 04:30;190
2015-02-25 05:00;196
2015-02-25 05:30;190
2015-02-25 06:00;192
2015-02-25 06:30;261
2015-02-25 07:00;322
2015-02-25 07:30;355
2015-02-25 08:00;413
2015-02-25 08:30;446
2015-02-25 09:00;463
2015-02-25 09:30;480
2015-02-25 10:00;523
2015-02-25 10:30;544
2015-02-25 11:00;548
2015-02-25 11:30;551
2015-02-25 12:00;578
2015-02-25 12:30;574
2015-02-25 13:00;596
2015-02-25 13:30;573
2015-02-25 14:00;595
2015-02-25 14:30;617
2015-02-25 15:00;592
2015-02-25 15:30;585
2015-02-25 16:00;557
2015-02-25 16:30;511
2015-02-25 17:00;454
2015-02-25 17:30;397
2015-02-25 18:00;324
2015-02-25 18:30;297
2015-02-25 19:00;286
2015-02-25 19:30;294
2015-02-25 20:00;289
2015-02-25 20:30;281
2015-02-25 21:00;267
2015-02-25 21:30;255
2015-02-25 22:00;261
2015-02-25 22:30;246
2015-02-25 23:00;220
2015-02-25 23:30;231
2015-02-26 00:00;216
2015-02-26 00:30;216
2015-02-26 01:00;218
2015-02-26 01:30;217
2015-02-26 02:00;211
2015-02-26 02:30;221
2015-02-26 03:00;215
2015-02-26 03:30;221
2015-02-26 04:00;209
2015-02-26 04:30;206
2015-02-26 05:00;205
2015-02-26 05:30;208
2015-02-26 06:00;220
2015-02-26 06:30;265
2015-02-26 07:00;330
2015-02-26 07:30;382
2015-02-26 08:00;463
2015-02-26 08:30;489
2015-02-26 09:00;535
2015-02-26 09:30;565
2015-02-26 10:00;558
2015-02-26 10:30;543
2015-02-26 11:00;563
2015-02-26 11:30;572
2015-02-26 12:00;584
2015-02-26 12:30;570
2015-02-26 13:00;562
2015-02-26 13:30;565
2015-02-26 14:00;571
2015-02-26 14:30;583
2015-02-26 15:00;546
2015-02-26 15:30;554
2015-02-26 16:00;533
2015-02-26 16:30;458
2015-02-26 17:00;436
2015-02-26 17:30;394
2015-02-26 18:00;328
2015-02-26 18:30;259
2015-02-26 19:00;259
2015-02-26 19:30;253
2015-02-26 20:00;247
2015-02-26 20:30;242
2015-02-26 21:00;237
2015-02-26 21:30;225
2015-02-26 22:00;210
2015-02-26 22:30;211
2015-02-26 23:00;213
2015-02-26 23:30;216
2015-02-27 00:00;219
2015-02-27 00:30;205
2015-02-27 01:00;210
2015-02-27 01:30;211
2015-02-27 02:00;209
2015-02-27 02:30;200
2015-02-27 03:00;202
2015-02-27 03:30;201
2015-02-27 04:00;200
2015-02-27 04:30;201
2015-02-27 05:00;199
2015-02-27 05:30;202
2015-02-27 06:00;207
2015-02-27 06:30;240
2015-02-27 07:00;291
2015-02-27 07:30;349
2015-02-27 08:00;403
2015-02-27 08:30;428
2015-02-27 09:00;443
2015-02-27 09:30;464
2015-02-27 10:00;470
2015-02-27 10:30;457
2015-02-27 11:00;455
2015-02-27 11:30;440
2015-02-27 12:00;444
2015-02-27 12:30;463
2015-02-27 13:00;471
2015-02-27 13:30;469
2015-02-27 14:00;479
2015-02-27 14:30;462
2015-02-27 15:00;454
2015-02-27 15:30;431
2015-02-27 16:00;425
2015-02-27 16:30;386
2015-02-27 17:00;345
2015-02-27 17:30;275
2015-02-27 18:00;252
2015-02-27 18:30;230
2015-02-27 19:00;222
2015-02-27 19:30;213
2015-02-27 20:00;207
2015-02-27 20:30;198
2015-02-27 21:00;196
2015-02-27 21:30;197
2015-02-27 22:00;198
2015-02-27 22:30;192
2015-02-27 23:00;188
2015-02-27 23:30;188
2015-02-28 00:00;184
2015-02-28 00:30;181
2015-02-28 01:00;185
2015-02-28 01:30;182
2015-02-28 02:00;176
2015-02-28 02:30;179
2015-02-28 03:00;173
2015-02-28 03:30;177
2015-02-28 04:00;172
2015-02-28 04:30;169
2015-02-28 05:00;172
2015-02-28 05:30;180
2015-02-28 06:00;183
2015-02-28 06:30;161
2015-02-28 07:00;162
2015-02-28 07:30;156
2015-02-28 08:00;162
2015-02-28 08:30;164
2015-02-28 09:00;199
2015-02-28 09:30;203
2015-02-28 10:00;201
2015-02-28 10:30;201
2015-02-28 11:00;207
2015-02-28 11:30;216
2015-02-28 12:00;220
2015-02-28 12:30;218
2015-02-28 13:00;225
2015-02-28 13:30;223
2015-02-28 14:00;224
2015-02-28 14:30;225
2015-02-28 15:00;222
2015-02-28 15:30;217
2015-02-28 16:00;209
2015-02-28 16:30;202
2015-02-28 17:00;195
2015-02-28 17:30;196
2015-02-28 18:00;195
2015-02-28 18:30;174
2015-02-28 19:00;185
2015-02-28 19:30;180
2015-02-28 20:00;183
2015-02-28 20:30;177
2015-02-28 21:00;183
2015-02-28 21:30;180
2015-02-28 22:00;179
2015-02-28 22:30;178
2015-02-28 23:00;176
2015-02-28 23:30;172
2015-03-01 00:00;175
2015-03-01 00:30;175
2015-03-01 01:00;183
2015-03-01 01:30;183
2015-03-01 02:00;177
2015-03-01 02:30;176
2015-03-01 03:00;179
2015-03-01 03:30;171
2015-03-01 04:00;172
2015-03-01 04:30;169
2015-03-01 05:00;170
2015-03-01 05:30;176
2015-03-01 06:00;176
2015-03-01 06:30;156
2015-03-01 07:00;150
2015-03-01 07:30;160
2015-03-01 08:00;153
2015-03-01 08:30;153
2015-03-01 09:00;174
2015-03-01 09:30;180
2015-03-01 10:00;189
2015-03-01 10:30;183
2015-03-01 11:00;194
2015-03-01 11:30;188
2015-03-01 12:00;195
2015-03-01 12:30;200
2015-03-01 13:00;193
2015-03-01 13:30;189
2015-03-01 14:00;203
2015-03-01 14:30;206
2015-03-01 15:00;207
2015-03-01 15:30;198
2015-03-01 16:00;187
2015-03-01 16:30;164
2015-03-01 17:00;168
2015-03-01 17:30;166
2015-03-01 18:00;170
2015-03-01 18:30;163
2015-03-01 19:00;168
2015-03-01 19:30;173
2015-03-01 20:00;179
2015-03-01 20:30;176
2015-03-01 21:00;177
2015-03-01 21:30;177
2015-03-01 22:00;178
2015-03-01 22:30;176
2015-03-01 23:00;173
2015-03-01 23:30;174
2015-03-02 00:00;176
2015-03-02 00:30;175
2015-03-02 01:00;162
2015-03-02 01:30;166
2015-03-02 02:00;172
2015-03-02 02:30;166
2015-03-02 03:00;168
2015-03-02 03:30;165
2015-03-02 04:00;160
2015-03-02 04:30;161
2015-03-02 05:00;162
2015-03-02 05:30;175
2015-03-02 06:00;170
2015-03-02 06:30;189
2015-03-02 07:00;264
2015-03-02 07:30;309
2015-03-02 08:00;351
2015-03-02 08:30;382
2015-03-02 09:00;395
2015-03-02 09:30;404
2015-03-02 10:00;420
2015-03-02 10:30;422
2015-03-02 11:00;436
2015-03-02 11:30;444
2015-03-02 12:00;459
2015-03-02 12:30;465
2015-03-02 13:00;472
2015-03-02 13:30;466
2015-03-02 14:00;468
2015-03-02 14:30;475
2015-03-02 15:00;485
2015-03-02 15:30;469
2015-03-02 16:00;432
2015-03-02 16:30;394
2015-03-02 17:00;344
2015-03-02 17:30;268
2015-03-02 18:00;226
2015-03-02 18:30;200
2015-03-02 19:00;204
2015-03-02 19:30;196
2015-03-02 20:00;202
2015-03-02 20:30;189
2015-03-02 21:00;191
2015-03-02 21:30;189
2015-03-02 22:00;182
2015-03-02 22:30;179
2015-03-02 23:00;179
2015-03-02 23:30;178
2015-03-03 00:00;173
2015-03-03 00:30;171
2015-03-03 01:00;178
2015-03-03 01:30;171
2015-03-03 02:00;168
2015-03-03 02:30;174
2015-03-03 03:00;168
2015-03-03 03:30;167
2015-03-03 04:00;164
2015-03-03 04:30;161
2015-03-03 05:00;162
2015-03-03 05:30;165
2015-03-03 06:00;174
2015-03-03 06:30;218
2015-03-03 07:00;296
2015-03-03 07:30;322
2015-03-03 08:00;400
2015-03-03 08:30;397
2015-03-03 09:00;409
2015-03-03 09:30;434
2015-03-03 10:00;444
2015-03-03 10:30;447
2015-03-03 11:00;459
2015-03-03 11:30;463
2015-03-03 12:00;479
2015-03-03 12:30;500
2015-03-03 13:00;512
2015-03-03 13:30;507
2015-03-03 14:00;508
2015-03-03 14:30;510
2015-03-03 15:00;521
2015-03-03 15:30;502
2015-03-03 16:00;487
2015-03-03 16:30;445
2015-03-03 17:00;385
2015-03-03 17:30;307
2015-03-03 18:00;275
2015-03-03 18:30;231
2015-03-03 19:00;220
2015-03-03 19:30;219
2015-03-03 20:00;221
2015-03-03 20:30;217
2015-03-03 21:00;208
2015-03-03 21:30;201
2015-03-03 22:00;199
2015-03-03 22:30;198
2015-03-03 23:00;200
2015-03-03 23:30;193
2015-03-04 00:00;183
2015-03-04 00:30;184
2015-03-04 01:00;179
2015-03-04 01:30;182
2015-03-04 02:00;179
2015-03-04 02:30;179
2015-03-04 03:00;188
2015-03-04 03:30;185
2015-03-04 04:00;180
2015-03-04 04:30;180
2015-03-04 05:00;182
2015-03-04 05:30;184
2015-03-04 06:00;175
2015-03-04 06:30;225
2015-03-04 07:00;293
2015-03-04 07:30;323
2015-03-04 08:00;365
2015-03-04 08:30;382
2015-03-04 09:00;414
2015-03-04 09:30;449
2015-03-04 10:00;490
2015-03-04 10:30;494
2015-03-04 11:00;509
2015-03-04 11:30;532
2015-03-04 12:00;538
2015-03-04 12:30;545
2015-03-04 13:00;542
2015-03-04 13:30;508
2015-03-04 14:00;507
2015-03-04 14:30;522
2015-03-04 15:00;535
2015-03-04 15:30;512
2015-03-04 16:00;504
2015-03-04 16:30;469
2015-03-04 17:00;420
2015-03-04 17:30;372
2015-03-04 18:00;316
2015-03-04 18:30;281
2015-03-04 19:00;258
2015-03-04 19:30;258
2015-03-04 20:00;249
2015-03-04 20:30;234
2015-03-04 21:00;225
2015-03-04 21:30;211
2015-03-04 22:00;206
2015-03-04 22:30;202
2015-03-04 23:00;200
2015-03-04 23:30;200
2015-03-05 00:00;199
2015-03-05 00:30;199
2015-03-05 01:00;197
2015-03-05 01:30;200
2015-03-05 02:00;192
2015-03-05 02:30;191
2015-03-05 03:00;193
2015-03-05 03:30;191
2015-03-05 04:00;196
2015-03-05 04:30;190
2015-03-05 05:00;180
2015-03-05 05:30;192
2015-03-05 06:00;187
2015-03-05 06:30;231
2015-03-05 07:00;306
2015-03-05 07:30;361
2015-03-05 08:00;393
2015-03-05 08:30;442
2015-03-05 09:00;464
2015-03-05 09:30;481
2015-03-05 10:00;522
2015-03-05 10:30;500
2015-03-05 11:00;517
2015-03-05 11:30;507
2015-03-05 12:00;509
2015-03-05 12:30;553
2015-03-05 13:00;548
2015-03-05 13:30;540
2015-03-05 14:00;543
2015-03-05 14:30;549
2015-03-05 15:00;544
2015-03-05 15:30;523
2015-03-05 16:00;485
2015-03-05 16:30;438
2015-03-05 17:00;393
2015-03-05 17:30;337
2015-03-05 18:00;283
2015-03-05 18:30;248
2015-03-05 19:00;241
2015-03-05 19:30;233
2015-03-05 20:00;228
2015-03-05 20:30;221
2015-03-05 21:00;211
2015-03-05 21:30;215
2015-03-05 22:00;205
2015-03-05 22:30;207
2015-03-05 23:00;196
2015-03-05 23:30;193
2015-03-06 00:00;187
2015-03-06 00:30;194
2015-03-06 01:00;189
2015-03-06 01:30;185
2015-03-06 02:00;182
2015-03-06 02:30;181
2015-03-06 03:00;182
2015-03-06 03:30;180
2015-03-06 04:00;175
2015-03-06 04:30;175
2015-03-06 05:00;172
2015-03-06 05:30;177
2015-03-06 06:00;180
2015-03-06 06:30;212
2015-03-06 07:00;296
2015-03-06 07:30;349
2015-03-06 08:00;384
2015-03-06 08:30;395
2015-03-06 09:00;438
2015-03-06 09:30;464
2015-03-06 10:00;441
2015-03-06 10:30;441
2015-03-06 11:00;457
2015-03-06 11:30;445
2015-03-06 12:00;469
2015-03-06 12:30;483
2015-03-06 13:00;499
2015-03-06 13:30;484
2015-03-06 14:00;503
2015-03-06 14:30;468
2015-03-06 15:00;472
2015-03-06 15:30;452
2015-03-06 16:00;392
2015-03-06 16:30;338
2015-03-06 17:00;307
2015-03-06 17:30;269
2015-03-06 18:00;246
2015-03-06 18:30;218
2015-03-06 19:00;208
2015-03-06 19:30;205
2015-03-06 20:00;202
2015-03-06 20:30;195
2015-03-06 21:00;189
2015-03-06 21:30;196
2015-03-06 22:00;191
2015-03-06 22:30;188
2015-03-06 23:00;188
2015-03-06 23:30;187
2015-03-07 00:00;185
2015-03-07 00:30;181
2015-03-07 01:00;183
2015-03-07 01:30;177
2015-03-07 02:00;174
2015-03-07 02:30;172
2015-03-07 03:00;175
2015-03-07 03:30;172
2015-03-07 04:00;172
2015-03-07 04:30;168
2015-03-07 05:00;167
2015-03-07 05:30;173
2015-03-07 06:00;171
2015-03-07 06:30;158
2015-03-07 07:00;156
2015-03-07 07:30;157
2015-03-07 08:00;161
2015-03-07 08:30;173
2015-03-07 09:00;195
2015-03-07 09:30;200
2015-03-07 10:00;203
2015-03-07 10:30;207
2015-03-07 11:00;220
2015-03-07 11:30;216
2015-03-07 12:00;219
2015-03-07 12:30;213
2015-03-07 13:00;215
2015-03-07 13:30;218
2015-03-07 14:00;217
2015-03-07 14:30;219
2015-03-07 15:00;217
2015-03-07 15:30;202
2015-03-07 16:00;184
2015-03-07 16:30;179
2015-03-07 17:00;174
2015-03-07 17:30;172
2015-03-07 18:00;173
2015-03-07 18:30;175
2015-03-07 19:00;180
2015-03-07 19:30;188
2015-03-07 20:00;177
2015-03-07 20:30;172
2015-03-07 21:00;171
2015-03-07 21:30;174
2015-03-07 22:00;174
2015-03-07 22:30;177
2015-03-07 23:00;175
2015-03-07 23:30;174
2015-03-08 00:00;169
2015-03-08 00:30;177
2015-03-08 01:00;173
2015-03-08 01:30;172
2015-03-08 02:00;170
2015-03-08 02:30;173
2015-03-08 03:00;176
2015-03-08 03:30;173
2015-03-08 04:00;163
2015-03-08 04:30;168
2015-03-08 05:00;163
2015-03-08 05:30;169
2015-03-08 06:00;172
2015-03-08 06:30;152
2015-03-08 07:00;151
2015-03-08 07:30;150
2015-03-08 08:00;153
2015-03-08 08:30;162
2015-03-08 09:00;170
2015-03-08 09:30;175
2015-03-08 10:00;178
2015-03-08 10:30;181
2015-03-08 11:00;192
2015-03-08 11:30;198
2015-03-08 12:00;191
2015-03-08 12:30;200
2015-03-08 13:00;212
2015-03-08 13:30;210
2015-03-08 14:00;227
2015-03-08 14:30;220
2015-03-08 15:00;228
2015-03-08 15:30;227
2015-03-08 16:00;227
2015-03-08 16:30;223
2015-03-08 17:00;221
2015-03-08 17:30;225
2015-03-08 18:00;213
2015-03-08 18:30;200
2015-03-08 19:00;206
2015-03-08 19:30;212
2015-03-08 20:00;207
2015-03-08 20:30;201
2015-03-08 21:00;198
2015-03-08 21:30;198
2015-03-08 22:00;191
2015-03-08 22:30;187
2015-03-08 23:00;185
2015-03-08 23:30;179
2015-03-09 00:00;178
2015-03-09 00:30;183
2015-03-09 01:00;180
2015-03-09 01:30;168
2015-03-09 02:00;173
2015-03-09 02:30;168
2015-03-09 03:00;172
2015-03-09 03:30;174
2015-03-09 04:00;166
2015-03-09 04:30;165
2015-03-09 05:00;175
2015-03-09 05:30;172
2015-03-09 06:00;175
2015-03-09 06:30;200
2015-03-09 07:00;292
2015-03-09 07:30;331
2015-03-09 08:00;388
2015-03-09 08:30;400
2015-03-09 09:00;436
2015-03-09 09:30;453
2015-03-09 10:00;479
2015-03-09 10:30;489
2015-03-09 11:00;496
2015-03-09 11:30;502
2015-03-09 12:00;533
2015-03-09 12:30;564
2015-03-09 13:00;539
2015-03-09 13:30;544
2015-03-09 14:00;558
2015-03-09 14:30;567
2015-03-09 15:00;564
2015-03-09 15:30;547
2015-03-09 16:00;518
2015-03-09 16:30;441
2015-03-09 17:00;375
2015-03-09 17:30;322
2015-03-09 18:00;279
2015-03-09 18:30;248
2015-03-09 19:00;255
2015-03-09 19:30;249
2015-03-09 20:00;228
2015-03-09 20:30;219
2015-03-09 21:00;206
2015-03-09 21:30;207
2015-03-09 22:00;201
2015-03-09 22:30;199
2015-03-09 23:00;201
2015-03-09 23:30;204
2015-03-10 00:00;200
2015-03-10 00:30;196
2015-03-10 01:00;195
2015-03-10 01:30;198
2015-03-10 02:00;194
2015-03-10 02:30;194
2015-03-10 03:00;193
2015-03-10 03:30;189
2015-03-10 04:00;192
2015-03-10 04:30;191
2015-03-10 05:00;189
2015-03-10 05:30;193
2015-03-10 06:00;191
2015-03-10 06:30;241
2015-03-10 07:00;296
2015-03-10 07:30;378
2015-03-10 08:00;437
2015-03-10 08:30;457
2015-03-10 09:00;485
2015-03-10 09:30;499
2015-03-10 10:00;519
2015-03-10 10:30;536
2015-03-10 11:00;543
2015-03-10 11:30;556
2015-03-10 12:00;565
2015-03-10 12:30;587
2015-03-10 13:00;598
2015-03-10 13:30;568
2015-03-10 14:00;568
2015-03-10 14:30;543
2015-03-10 15:00;564
2015-03-10 15:30;560
2015-03-10 16:00;492
2015-03-10 16:30;460
2015-03-10 17:00;404
2015-03-10 17:30;336
2015-03-10 18:00;261
2015-03-10 18:30;241
2015-03-10 19:00;278
2015-03-10 19:30;257
2015-03-10 20:00;242
2015-03-10 20:30;241
2015-03-10 21:00;233
2015-03-10 21:30;223
2015-03-10 22:00;202
2015-03-10 22:30;201
2015-03-10 23:00;197
2015-03-10 23:30;196
2015-03-11 00:00;188
2015-03-11 00:30;195
2015-03-11 01:00;189
2015-03-11 01:30;182
2015-03-11 02:00;181
2015-03-11 02:30;179
2015-03-11 03:00;182
2015-03-11 03:30;185
2015-03-11 04:00;180
2015-03-11 04:30;174
2015-03-11 05:00;177
2015-03-11 05:30;188
2015-03-11 06:00;188
2015-03-11 06:30;253
2015-03-11 07:00;305
2015-03-11 07:30;353
2015-03-11 08:00;428
2015-03-11 08:30;487
2015-03-11 09:00;535
2015-03-11 09:30;560
2015-03-11 10:00;594
2015-03-11 10:30;578
2015-03-11 11:00;593
2015-03-11 11:30;597
2015-03-11 12:00;629
2015-03-11 12:30;618
2015-03-11 13:00;611
2015-03-11 13:30;586
2015-03-11 14:00;606
2015-03-11 14:30;598
2015-03-11 15:00;587
2015-03-11 15:30;572
2015-03-11 16:00;527
2015-03-11 16:30;462
2015-03-11 17:00;417
2015-03-11 17:30;380
2015-03-11 18:00;318
2015-03-11 18:30;292
2015-03-11 19:00;297
2015-03-11 19:30;280
2015-03-11 20:00;272
2015-03-11 20:30;269
2015-03-11 21:00;262
2015-03-11 21:30;265
2015-03-11 22:00;253
